PrimerID	derep result	derep result	FeatureID	id	molecularFormula	adduct	NPCpathway	NPCpathway Probability	NPCsuperclass	NPCsuperclass Probability	NPCclass	NPCclass Probability	ClassyFiremost specific class	ClassyFiremost specific class Probability	ClassyFirelevel 5	ClassyFirelevel 5 Probability	ClassyFiresubclass	ClassyFiresubclass Probability	ClassyFireclass	ClassyFireclass Probability	ClassyFiresuperclass	ClassyFiresuperclass probability	ClassyFireall classifications	row ID	row m/z	row retention time	064-0 Peak area	064-1 Peak area	064-2cm-B Peak area	064-3 Peak area	064-4 Peak area	064-5cm-B Peak area	064-6 Peak area	064-7 Peak area	064-8 Peak area	064-9 Peak area	064_Sum	085-0 Peak area	085-1 Peak area	085-2 Peak area	085-3 Peak area	085-4 Peak area	085-5cm-B Peak area	085-6 Peak area	085-7cm-B Peak area	085-8cm-A Peak area	085-9cm-B Peak area	085_Sum	115-0 Peak area	115-1 Peak area	115-2cm-B Peak area	115-3 Peak area	115-4cm-B Peak area	115-5 Peak area	115-6 Peak area	115-7 Peak area	115-8 Peak area	115-9 Peak area	115_Sum	123-0 Peak area	123-1 Peak area	123-2cm-B Peak area	123-3 Peak area	123-4 Peak area	123-5cm-B Peak area	123-6 Peak area	123-7 Peak area	123-8cm-B Peak area	123-9cm-B Peak area	123_Sum	OOI-0cm-B Peak area	OOI-2cm-B Peak area	OOI-3cm-B Peak area	OOI-4cm-B Peak area	OOI-5cm-B Peak area	OOI-6 Peak area	OOI-7cm-B Peak area	OOI-8cm-B Peak area	OOI_Sum
2216_Alkaloids_Amidines	Unassigned	N/A	2216	166_220629_5mMatOOI_siriusfeaturelist_2216	C30H55N7	[M + Na]+	Alkaloids	0.421757907	Pseudoalkaloids	0.043529857	Labdane diterpenoids	0.477000773	Amidines	0.574473977	Unassigned	Unassigned	Amidines	0.574473977	Organonitrogen compounds	0.99999547	Organic nitrogen compounds	1	"Organic compounds; Organoheterocyclic compounds; Amidines; Organonitrogen compounds; Azo compounds; Amines; Carboximidamides; Organic 1,3-dipolar compounds; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	2216	536.4369453	20.551447	14066.238	14575.611	8724.444	18570.117	8358.239	6625.858	2844.9216	157.72588	147.4678	190.32054	74260.94282	10557.077	16405.832	18007.648	19131.938	15533.328	2112.7	14720.853	9978.197	1873.3491	0	108320.9221	15749.1455	5521.776	11223.139	20627.373	17695.248	23305.96	27054.22	24419.68	18875.693	18369.445	182841.6795	3403.5088	14384.736	17441.945	5522.1006	5360.81	19339.445	28813.81	27887.361	19985.94	13739.977	155879.6334	0	1308.7047	1799.5928	2640.4575	1826.9177	1879.9187	1461.1179	1935.1948	12851.9041
869_Alkaloids_Biotin and derivatives	Unassigned	N/A	869	169_220629_5mMatOOI_siriusfeaturelist_869	C30H50N6O6P2S	[M + H]+	Alkaloids	0.747015417	Ornithine alkaloids	0.27309382	Imidazole alkaloids	0.136232868	Biotin and derivatives	0.999548733	Unassigned	Unassigned	Unassigned	Unassigned	Biotin and derivatives	0.999548733	Organoheterocyclic compounds	0.995681524	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Pyrimidines and pyrimidine derivatives; Thiophenes; Thiolanes; Biotin and derivatives; Imidazolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Organic carbonic acids and derivatives; Organophosphorus compounds; Organic phosphonic acids and derivatives; Azoles; Carboxylic acid amides; Ureas; Carboxylic acid derivatives; N-acyl amines; Imidazolidinones; Phosphonic acid esters; Thioethers; Aminopyrimidines and derivatives; Diazines; Thienoimidazolidines; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Primary amines; Azolidines; Sulfenyl compounds; Dialkylthioethers; Imidolactams; Phosphonic acid diesters; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Dialkyl alkylphosphonates; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	869	685.3079692	16.427418	282.93024	0	0	0	0	36.866108	0	0	0	0	319.796348	66.950714	0	0	0	0	0	0	0	0	0	66.950714	0	0	0	0	165.91605	0	0	0	208.96951	398.41254	773.2981	0	68.76057	0	488.6882	364.07755	0	182.5744	152.41827	0	0	1256.51899	0	0	0	0	0	0	0	0	0
814_Alkaloids_Chlorins	Unassigned	N/A	814	182_220629_5mMatOOI_siriusfeaturelist_814	C34H36N4O4	[M + H]+	Alkaloids	0.815109551	Tryptophan alkaloids	0.94411236	Carboline alkaloids	0.874432564	Chlorins	0.916853309	Unassigned	Unassigned	Chlorins	0.916853309	Tetrapyrroles and derivatives	0.97784251	Organoheterocyclic compounds	0.999994636	Organic compounds; Organoheterocyclic compounds; Pyrroles; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Chlorins; Tetrapyrroles and derivatives; Carbonyl compounds; Substituted pyrroles; Aryl alkyl ketones; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	814	565.2802334	16.22568	197.32634	120.58088	104.86083	539.50195	0	56.098297	0	0	0	0	1018.368297	2844.7715	1969.9241	1379.0507	1173.0634	921.0151	405.53714	259.67612	569.50696	129.47394	39.158127	9691.177087	2445.49	2405.684	182.40746	2348.085	243.94434	1971.6879	1670.0619	1015.9782	194.22182	71.32615	12548.88677	1218.2343	1019.1865	3131.9294	214.17877	236.70818	804.2276	113.923416	188.0408	989.31696	1003.2838	8919.029726	591.45105	809.54034	745.5979	726.9708	643.44574	576.1726	779.4284	722.6234	5595.23023
294_Alkaloids_Amino acids and derivatives	Unassigned	N/A	294	184_220629_5mMatOOI_siriusfeaturelist_294	C22H38N6O2	[M + Na]+	Alkaloids	0.810847402	Lysine alkaloids	0.196043625	Quinolizidine alkaloids	0.114407964	Amino acids and derivatives	0.508729398	Amino acids and derivatives	0.508729398	"Amino acids, peptides, and analogues"	0.512137055	Carboxylic acids and derivatives	0.911422789	Organic acids and derivatives	0.942039371	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Imidazoles; Purines and purine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Imidazopyrimidines; Carbonyl compounds; Substituted imidazoles; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	294	441.2966494	13.373034	633.5796	0	0	0	0	0	0	0	0	0	633.5796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
900_Alkaloids_Tetrapyrroles and derivatives	Unassigned	N/A	900	193_220629_5mMatOOI_siriusfeaturelist_900	C33H34N4O3	[M + H]+	Alkaloids	0.928784788	Tryptophan alkaloids	0.734691918	Carbazole alkaloids	0.538033903	Tetrapyrroles and derivatives	0.834461272	Unassigned	Unassigned	Unassigned	Unassigned	Tetrapyrroles and derivatives	0.834461272	Organoheterocyclic compounds	0.997798383	Organic compounds; Organoheterocyclic compounds; Pyrroles; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Tetrapyrroles and derivatives; Carbonyl compounds; Substituted pyrroles; Benzenoids; Indoles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	900	535.2692975	16.553873	362.02203	319.75598	365.09982	208.92581	262.36636	207.13156	0	0	0	0	1725.30156	0	72.041885	110.53574	153.61023	188.89804	0	186.83716	203.00807	44.09469	0	959.025815	142.90187	103.00847	308.8965	191.80293	356.81262	208.16516	283.0871	247.79315	317.3806	181.44699	2341.29539	498.2229	312.46173	199.23326	265.95865	397.06995	227.9495	271.77927	353.9537	118.73332	129.84676	2775.20904	380.329	248.55893	90.182205	144.48366	157.69498	159.32332	117.4681	125.938385	1423.97858
891_Alkaloids_Chlorins	Unassigned	N/A	891	195_220629_5mMatOOI_siriusfeaturelist_891	C33H34N4O4	[M + H]+	Alkaloids	0.870759964	Tryptophan alkaloids	0.948180079	Carboline alkaloids	0.887845933	Chlorins	0.854360461	Unassigned	Unassigned	Chlorins	0.854360461	Tetrapyrroles and derivatives	0.99670887	Organoheterocyclic compounds	0.99998951	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Pyrroles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Chlorins; Carboxylic acid derivatives; Carboxylic acid esters; Tetrapyrroles and derivatives; Carbonyl compounds; Substituted pyrroles; Methyl esters; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	891	551.2651283	16.524286	20.067186	126.04644	0	24.44928	0	61.050697	0	0	0	0	231.613603	0	177.41449	274.22516	149.9091	27.815647	66.43237	0	111.45731	0	0	807.254077	400.94617	366.17737	68.6717	148.41454	67.70187	209.05222	133.38954	333.97766	29.097412	0	1757.428482	28.769638	0	555.5766	37.117905	0	598.1767	0	46.028603	835.0835	673.2957	2774.048646	0	0	0	47.846733	0	0	0	0	47.846733
1947_Alkaloids_Hybrid peptides	Unassigned	N/A	1947	196_220629_5mMatOOI_siriusfeaturelist_1947	C22H52N11O12PS2	[M + H]+	Alkaloids	0.108642846	Ornithine alkaloids	0.663126707	Polyamines	0.745083272	Hybrid peptides	0.763038278	Unassigned	Unassigned	Hybrid peptides	0.763038278	Peptidomimetics	0.5516994	Organic acids and derivatives	0.999872923	"Organic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; N-organohydroxylamines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Alkylthiols; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Peptidomimetics; Beta amino acids and derivatives; Hybrid peptides; Dialkylamines; Amines; Primary amines; Secondary amines; Thiols; Organic disulfides; Ortho amides; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1947	758.3041871	19.74444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201.50462	555.42267	492.4433	169.17766	229.12273	377.59644	458.49695	2483.76437
1153_Alkaloids_Tetrapyrroles and derivatives	Unassigned	N/A	1153	217_220629_5mMatOOI_siriusfeaturelist_1153	C35H36N4O4	[M + H]+	Alkaloids	0.739062011	Tryptophan alkaloids	0.780740738	Carbazole alkaloids	0.558954239	Tetrapyrroles and derivatives	0.996420026	Unassigned	Unassigned	Unassigned	Unassigned	Tetrapyrroles and derivatives	0.996420026	Organoheterocyclic compounds	0.999875546	Organic compounds; Organoheterocyclic compounds; Pyrroles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Tetrapyrroles and derivatives; Carbonyl compounds; Substituted pyrroles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1153	577.279501	17.04406	21.134525	101.34948	35.1188	96.09876	81.405464	32.050827	0	0	0	0	367.157856	262.40137	311.18823	462.63904	968.55707	631.3479	202.94101	63.870773	84.90857	0	0	2987.853963	141.09749	76.441925	166.89815	233.77556	131.66304	186.39453	192.56866	169.77524	124.950455	0	1423.56505	117.92258	283.24298	253.18329	91.23257	0	352.94986	93.21382	51.040768	246.34735	199.4379	1688.571118	312.42938	75.21233	0	50.1429	0	0	0	0	437.78461
432_Alkaloids_Biotin and derivatives	Unassigned	N/A	432	232_220629_5mMatOOI_siriusfeaturelist_432	C24H39N5O6S	[M - H2O + H]+	Alkaloids	0.708385289	Small peptides	0.174935609	Tripeptides	0.157821745	Biotin and derivatives	0.971583784	Unassigned	Unassigned	Unassigned	Unassigned	Biotin and derivatives	0.971583784	Organoheterocyclic compounds	0.99788624	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Thiophenes; Pyrrolidines; Thiolanes; Biotin and derivatives; Imidazolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Organic carbonic acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Imidazolidinones; Thioethers; Thienoimidazolidines; Secondary carboxylic acid amides; Carbonyl compounds; Azolidines; Dialkylthioethers; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	432	508.2621263	14.337608	0	0	0	0	0	0	0	0	220.57043	403.68915	624.25958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
507_Alkaloids_Steroids and steroid derivatives	Unassigned	N/A	507	233_220629_5mMatOOI_siriusfeaturelist_507	C41H69N7O3	[M - H2O + H]+	Alkaloids	0.551683247	Pseudoalkaloids	0.197580174	Steroidal alkaloids	0.222467005	Steroids and steroid derivatives	0.507032275	Unassigned	Unassigned	Unassigned	Unassigned	Steroids and steroid derivatives	0.507032275	Lipids and lipid-like molecules	0.595899761	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Pyrimidines and pyrimidine derivatives; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Benzenoids; Amines; Tertiary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	507	690.5325531	14.916257	57.631905	79.441345	0	163.914	218.71605	45.788826	105.827255	0	131.47752	95.882675	898.679576	1010.13074	89.02644	80.52707	69.19669	96.32712	47.799736	242.27145	0	39.12025	0	1674.399496	114.17061	120.0262	0	69.21423	43.045193	67.3705	75.00436	0	0	0	488.831093	89.506325	0	0	55.211693	98.76007	0	124.852264	0	0	43.60116	411.931512	0	0	35.40054	0	0	0	0	0	35.40054
1118_Alkaloids_Amino acids and derivatives	Unassigned	N/A	1118	236_220629_5mMatOOI_siriusfeaturelist_1118	C34H57NO2	[M + H]+	Alkaloids	0.727195144	Pseudoalkaloids	0.59341383	Steroidal alkaloids	0.228872314	Amino acids and derivatives	0.511644125	Amino acids and derivatives	0.511644125	"Amino acids, peptides, and analogues"	0.51577872	Carboxylic acids and derivatives	0.930233061	Organic acids and derivatives	0.841256857	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Dialkylamines; Benzene and substituted derivatives; Benzenoids; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1118	512.4451755	16.994644	42.543457	39.777206	152.49055	49.825466	73.018524	162.71654	0	0	0	0	520.371743	70.15968	143.61656	130.872	75.335106	56.05835	0	72.81116	121.153725	0	0	670.006581	137.63593	31.42675	207.31735	58.209362	327.62567	98.17812	96.531494	304.9913	391.30634	332.4806	1985.702916	81.22176	82.13386	241.49622	268.5957	136.22726	296.4737	100.94205	143.47719	318.5803	305.02185	1974.16989	0	0	0	0	0	0	0	36.23593	36.23593
1098_Alkaloids_Chlorins	Unassigned	N/A	1098	244_220629_5mMatOOI_siriusfeaturelist_1098	C34H34N4O3	[M + H]+	Alkaloids	0.76605463	Tryptophan alkaloids	0.954492927	Carboline alkaloids	0.91861707	Chlorins	0.742380202	Unassigned	Unassigned	Chlorins	0.742380202	Tetrapyrroles and derivatives	0.995610893	Organoheterocyclic compounds	0.999993324	Organic compounds; Organoheterocyclic compounds; Pyrroles; Porphyrins; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Chlorins; Carboxylic acid derivatives; Carboxylic acid esters; Tetrapyrroles and derivatives; Carbonyl compounds; Substituted pyrroles; Methyl esters; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1098	547.269387	16.849564	0	101.28445	0	304.0698	90.664444	0	0	0	0	0	496.018694	7447.1787	830.4337	719.476	490.598	457.73795	611.55786	93.44042	240.9859	152.70541	0	11044.11394	436.95938	0	237.57655	194.83925	247.22809	268.70944	0	257.63544	207.28073	0	1850.22888	0	359.03537	529.86456	89.98559	0	259.2414	130.21375	0	343.364	400.86102	2112.56569	768.533	7718.5605	1611.0793	3010.0852	5602.075	3519.7659	2668.0637	650.7788	25548.9414
433_Alkaloids_Tertiary amines	Unassigned	N/A	433	247_220629_5mMatOOI_siriusfeaturelist_433	C25H52N2S	[M + H]+	Alkaloids	0.224780574	Diterpenoids	0.050659593	Polyamines	0.015960006	Tertiary amines	0.710392952	Tertiary amines	0.710392952	Amines	0.898745835	Organonitrogen compounds	0.99998486	Organic nitrogen compounds	0.999997497	Organic compounds; Organonitrogen compounds; Amines; Primary amines; Tertiary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	433	413.3887246	14.333888	0	0	0	0	0	0	0	0	0	0	0	0	48.8744	0	0	0	0	0	0	0	0	48.8744	147.96707	132.14732	207.73958	258.00952	207.52321	139.82571	126.15001	117.270325	250.44926	183.16536	1770.247365	0	190.27866	181.42972	198.88725	118.91989	243.9377	189.71529	232.785	168.3278	0	1524.28131	68.171005	0	0	0	0	0	0	0	68.171005
1092_Alkaloids_Porphyrins	Unassigned	N/A	1092	251_220629_5mMatOOI_siriusfeaturelist_1092	C34H34N4O4	[M + H]+	Alkaloids	0.952300012	Tryptophan alkaloids	0.973456204	Carboline alkaloids	0.937811553	Porphyrins	0.7821365	Unassigned	Unassigned	Porphyrins	0.7821365	Tetrapyrroles and derivatives	0.99733448	Organoheterocyclic compounds	0.999997139	Organic compounds; Organoheterocyclic compounds; Pyrroles; Porphyrins; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Tetrapyrroles and derivatives; Carbonyl compounds; Substituted pyrroles; Methyl esters; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1092	563.2657206	16.824965	9838.781	4606.3633	3624.24	7196.5435	0	7315.2305	0	0	156.77127	0	32737.92957	18454.773	19567.92	17273.852	12046.061	4477.7856	10556.428	0	0	0	0	82376.8196	38231.973	31577.082	8911.666	24848.256	10580.648	24024.264	15394.897	12416.722	3994.2617	6080.312	176060.0817	14570.364	9491.902	50449.36	16981.81	0	15418.552	9472.614	7335.06	9869.149	33372.336	166961.147	334.51584	598.59717	3688.1604	5108.3076	4199.0874	5228.7363	8418.081	5564.594	33140.07971
127_Alkaloids_Steroidal alkaloids	Unassigned	N/A	127	253_220629_5mMatOOI_siriusfeaturelist_127	C27H54N2	[M + Na]+	Alkaloids	0.492283374	Lysine alkaloids	0.143572003	Steroidal alkaloids	0.386774063	Steroidal alkaloids	0.659154534	Unassigned	Unassigned	Steroidal alkaloids	0.659154534	Steroids and steroid derivatives	0.056853943	Lipids and lipid-like molecules	0.723471105	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organonitrogen compounds; Dialkylamines; Trialkylamines; Amines; Secondary amines; Tertiary amines; Steroidal alkaloids; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	127	429.4201304	11.8677225	0	54.7797	0	0	0	0	0	0	0	0	54.7797	0	0	0	0	0	0	0	0	0	0	0	0	0	315.12494	104.71713	244.44199	101.09937	43.103836	0	73.75998	0	882.247246	2298.8152	466.575	0	269.56464	371.92163	0	430.2857	0	0	0	3837.16217	0	0	0	0	0	0	0	0	0
2226_Alkaloids_Carbamate esters	Unassigned	N/A	2226	255_220629_5mMatOOI_siriusfeaturelist_2226	C28H32N6O4	[M + H]+	Alkaloids	0.980909765	Tryptophan alkaloids	0.637485743	Pyridine alkaloids	0.271247059	Carbamate esters	0.538149357	Amino acids and derivatives	0.893724799	"Amino acids, peptides, and analogues"	0.892588675	Carboxylic acids and derivatives	0.879745007	Organic acids and derivatives	0.974167049	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alkyl aryl ethers; Indoles and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Carbamic acids and derivatives; Organooxygen compounds; Amino acids and derivatives; Carbamate esters; Dialkyl ethers; Diazines; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary amines; Tertiary alkylarylamines; Dialkylarylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	2226	517.25874	20.597116	911.4869	214.6837	177.48277	245.24661	62.336174	0	0	0	0	0	1611.236154	0	0	117.546165	143.98297	444.33075	0	108.7401	0	0	0	814.599985	0	0	865.35986	348.7138	252.03609	0	393.04297	582.48206	121.829704	181.64005	2745.104534	287.1113	185.66296	65.01673	164.80664	196.27576	0	161.30588	254.14873	0	0	1314.328	0	0	71.502	0	186.9949	37.92771	0	49.832996	346.257606
1241_Alkaloids_Tetrapyrroles and derivatives	Unassigned	N/A	1241	290_220629_5mMatOOI_siriusfeaturelist_1241	C41H56N4O10	[M + H]+	Alkaloids	0.497441918	Tryptophan alkaloids	0.38138774	Ansa macrolides	0.045289438	Tetrapyrroles and derivatives	0.674347639	Unassigned	Unassigned	Unassigned	Unassigned	Tetrapyrroles and derivatives	0.674347639	Organoheterocyclic compounds	0.99976486	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alkyl aryl ethers; Alcohols and polyols; Lactams; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Cyclic alcohols and derivatives; Tetrapyrroles and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Tertiary alcohols; Carbonyl compounds; Tricarboxylic acids and derivatives; Benzenoids; Methyl esters; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1241	765.4029941	17.17275	132.37605	49.714302	68.92193	165.01176	0	0	0	0	0	0	416.024042	372.08127	355.5668	426.9719	155.28183	87.452705	0	19.164043	30.14357	0	0	1446.662118	1595.9056	621.17236	285.496	1325.4965	275.35696	924.59064	1124.6024	1020.5295	273.0427	234.27258	7680.46524	374.69666	615.2463	860.1933	371.0926	301.5274	932.72235	179.70901	557.261	932.3588	1174.2703	6299.07772	20.020119	71.94005	86.05126	60.91137	78.64583	36.1774	48.014587	50.448814	452.20943
1144_Alkaloids_Fatty amides	Unassigned	N/A	1144	296_220629_5mMatOOI_siriusfeaturelist_1144	C31H65N3O	[M - H2O + H]+	Alkaloids	0.105292648	Diterpenoids	0.013338	Labdane diterpenoids	0.191894233	Fatty amides	0.734681368	Unassigned	Unassigned	Fatty amides	0.734681368	Fatty Acyls	0.73325783	Lipids and lipid-like molecules	0.9682253	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Cyclic alcohols and derivatives; Secondary alcohols; Amines; Secondary amines; Fatty Acyls; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1144	478.5082757	16.998978	52.56188	45.703217	85.88176	75.81365	0	67.20254	0	0	0	0	327.163047	79.10785	63.076176	69.241516	70.320404	67.93719	40.096317	22.51725	90.85702	22.529207	0	525.68293	0	0	107.5689	0	103.758766	0	0	0	108.983795	94.33055	414.642011	35.05878	44.70074	27.380424	47.36409	81.79499	92.44269	105.51054	78.14342	89.09341	76.2914	677.780484	211.85103	296.8478	245.35907	289.63397	237.6113	312.92206	219.66759	302.5028	2116.39562
1617_Alkaloids_Heteroaromatic compounds	Unassigned	N/A	1617	301_220629_5mMatOOI_siriusfeaturelist_1617	C28H59N7	[M + Na]+	Alkaloids	0.981285691	Ornithine alkaloids	0.781343043	Polyamines	0.77559936	Heteroaromatic compounds	0.940683782	Unassigned	Unassigned	Unassigned	Unassigned	Heteroaromatic compounds	0.940683782	Organoheterocyclic compounds	0.609003305	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	1617	516.4738887	18.54072	150.26907	253.7179	308.1635	226.58969	159.69508	182.61534	56.568375	0	0	0	1337.618955	150.53894	172.45041	259.76883	133.80995	161.29893	255.24994	172.25983	248.59268	73.38681	0	1627.35632	128.06758	113.2649	332.288	293.6967	308.1433	283.05997	161.5433	88.10721	359.55298	330.17673	2397.90067	120.30475	171.26192	197.68327	209.64583	182.93631	188.08377	264.08615	344.18665	194.46498	221.64917	2094.3028	382.8892	532.66455	448.87802	484.9534	520.4679	536.30774	437.023	460.88263	3804.06644
